STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV20,WV20_ATTRIBUTES
USW00093721,2/16/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",89,",,W",-5,",,W",,,,,-56,",,W",10115,",,W",10054,",,W",-11,",,W",50,",,W",,,,,,,,,65,",,W",40,",,W",96,",,W",22,"H,,S",,,,,,,260,",,W",280,",,W",,,,,,,,,116,",,W",165,",,W",,,,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/17/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",66,",,W,2400",56,",,W",50,",,W",44,",,W",-38,",,W",,,,,-106,",,W",10142,",,W",10081,",,W",-22,",,W",34,",,W",,,,,,,,,42,",,W",23,",,W",63,",,W",6,"H,,S",,,,,,,230,",,W",220,",,W",,,,,,,,,89,",,W",130,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/18/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",89,",,W",-49,",,W",,,,,-72,",,W",10220,",,W",10152,",,W",-6,",,W",17,",,W",,,,,,,,,50,",,W",34,",,W",69,",,W",36,"H,,S",,,,,,,320,",,W",350,",,W",,,,,,,,,58,",,W",85,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/19/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",89,",,W",-43,",,W",,,,,-50,",,W",10301,",,W",10240,",,W",-6,",,W",27,",,W",,,,,,,,,60,",,W",42,",,W",79,",,W",21,"H,,S",,,,,,,90,",,W",110,",,W",,,,,,,,,63,",,W",98,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/20/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",83,",,W",-27,",,W",,,,,-33,",,W",10284,",,W",10227,",,W",0,",,W",25,",,W",,,,,,,,,67,",,W",42,",,W",88,",,W",24,"H,,S",,,,,,,120,",,W",50,",,W",,,,,,,,,58,",,W",85,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/21/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",78,",,W",-43,",,W",,,,,6,",,W",10132,",,W",10098,",,W",22,",,W",22,",,W",,,,,,,,,82,",,W",65,",,W",92,",,W",26,"H,,S",,,,,,,340,",,W",170,",,W",,,,,,,,,63,",,W",89,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/22/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",56,",,W,2400",0,",,W",0,",,W",78,",,W",-32,",,W",,,,,44,",,W",9997,",,W",9942,",,W",56,",,W",18,",,W",,,,,,,,,86,",,W",71,",,W",100,",,W",67,"H,,S",,,,,,,330,",,W",350,",,W",,,,,,,,,54,",,W",89,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/23/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3,",,W,2400",0,",,W",0,",,W",100,",,W",33,",,W",,,,,-17,",,W",10075,",,W",10000,",,W",33,",,W",37,",,W",,,,,,,,,60,",,W",35,",,W",96,",,W",68,"H,,S",,,,,,,330,",,W",350,",,W",,,,,,,,,72,",,W",107,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/24/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3,",,W,2400",0,",,W",0,",,W",106,",,W",-10,",,W",,,,,-83,",,W",10203,",,W",10142,",,W",-17,",,W",13,",,W",,,,,,,,,51,",,W",27,",,W",74,",,W",14,"H,,S",,,,,,,150,",,W",270,",,W",,,,,,,,,45,",,W",72,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/25/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",83,",,W",-60,",,W",,,,,0,",,W",10163,",,W",10108,",,W",44,",,W",12,",,W",,,,,,,,,62,",,W",35,",,W",85,",,W",61,"H,,S",,,,,,,60,",,W",70,",,W",,,,,,,,,54,",,W",72,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/26/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,"T,,W,2400",0,",,W",0,",,W",167,",,W",-10,",,W",,,,,61,",,W",10122,",,W",10071,",,W",89,",,W",26,",,W",,,,,,,,,74,",,W",36,",,W",93,",,W",101,"H,,S",,,,,,,180,",,W",190,",,W",,,,,,,,,67,",,W",116,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/27/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,"T,,W,2400",0,",,W",0,",,W",189,",,W",22,",,W",,,,,94,",,W",10061,",,W",9997,",,W",122,",,W",60,",,W",,,,,,,,,74,",,W",39,",,W",93,",,W",155,"H,,S",,,,,,,280,",,W",280,",,W",,,,,,,,,165,",,W",233,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/28/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",71,",,W,2400",0,",,W",0,",,W",189,",,W",44,",,W",,,,,-100,",,W",10278,",,W",10203,",,W",-11,",,W",52,",,W",,,,,,,,,38,",,W",23,",,W",54,",,W",52,"H,,S",,,,,,,290,",,W",290,",,W",,,,,,,,,139,",,W",179,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/29/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",89,",,W",-10,",,W",,,,,-50,",,W",10342,",,W",10284,",,W",11,",,W",26,",,W",,,,,,,,,54,",,W",29,",,W",82,",,W",33,"H,,S",,,,,,,110,",,W",130,",,W",,,,,,,,,81,",,W",116,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/1/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8,",,W,2400",0,",,W",0,",,W",100,",,W",-32,",,W",,,,,72,",,W",10224,",,W",10173,",,W",78,",,W",36,",,W",,,,,,,,,92,",,W",83,",,W",100,",,W",79,"H,,S",,,,,,,290,",,W",340,",,W",,,,,,,,,72,",,W",103,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/2/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",259,",,W,2400",0,",,W",0,",,W",133,",,W",44,",,W",,,,,61,",,W",10227,",,W",10166,",,W",89,",,W",16,",,W",,,,,,,,,72,",,W",45,",,W",100,",,W",114,"H,,S",,,,,,,250,",,W",230,",,W",,,,,,,,,54,",,W",76,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/3/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",200,",,W",22,",,W",,,,,78,",,W",10251,",,W",10193,",,W",100,",,W",30,",,W",,,,,,,,,72,",,W",52,",,W",89,",,W",126,"H,,S",,,,,,,100,",,W",90,",,W",,,,,,,,,76,",,W",98,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/4/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,"T,,W,2400",0,",,W",0,",,W",194,",,W",83,",,W",,,,,78,",,W",10186,",,W",10135,",,W",89,",,W",32,",,W",,,,,,,,,90,",,W",77,",,W",97,",,W",101,"H,,S",,,,,,,60,",,W",30,",,W",,,,,,,,,76,",,W",116,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/5/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",124,",,W,2400",0,",,W",0,",,W",128,",,W",78,",,W",,,,,94,",,W",10129,",,W",10085,",,W",100,",,W",28,",,W",,,,,,,,,96,",,W",93,",,W",100,",,W",98,"H,,S",,,,,,,50,",,W",350,",,W",,,,,,,,,63,",,W",89,",,W",,,,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/6/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",89,",,W,2400",0,",,W",0,",,W",117,",,W",72,",,W",,,,,78,",,W",10135,",,W",10064,",,W",106,",,W",39,",,W",,,,,,,,,69,",,W",52,",,W",93,",,W",133,"H,,S",,,,,,,340,",,W",330,",,W",,,,,,,,,89,",,W",143,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/7/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8,",,W,2400",0,",,W",0,",,W",178,",,W",94,",,W",,,,,39,",,W",10240,",,W",10176,",,W",67,",,W",34,",,W",,,,,,,,,67,",,W",51,",,W",80,",,W",106,"H,,S",,,,,,,120,",,W",120,",,W",,,,,,,,,81,",,W",103,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/8/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",133,",,W",61,",,W",,,,,61,",,W",10115,",,W",10085,",,W",67,",,W",41,",,W",,,,,,,,,90,",,W",76,",,W",100,",,W",75,"H,,S",,,,,,,100,",,W",100,",,W",,,,,,,,,76,",,W",103,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/9/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",274,",,W,2400",0,",,W",0,",,W",106,",,W",56,",,W",,,,,-17,",,W",10034,",,W",9970,",,W",33,",,W",87,",,W",,,,,,,,,59,",,W",34,",,W",93,",,W",77,"H,,S",,,,,,,270,",,W",290,",,W",,,,,,,,,161,",,W",237,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/10/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3,",,W,2400",0,"T,,W",0,",,W",94,",,W",17,",,W",,,,,-72,",,W",10129,",,W",10075,",,W",22,",,W",79,",,W",,,,,,,,,35,",,W",21,",,W",62,",,W",64,"H,,S",,,,,,,300,",,W",300,",,W",,,,,,,,,143,",,W",215,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/11/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",133,",,W",28,",,W",,,,,-17,",,W",10129,",,W",10075,",,W",72,",,W",47,",,W",,,,,,,,,33,",,W",26,",,W",47,",,W",131,"H,,S",,,,,,,280,",,W",270,",,W",,,,,,,,,94,",,W",139,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/12/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",228,",,W",67,",,W",,,,,0,",,W",10135,",,W",10075,",,W",83,",,W",22,",,W",,,,,,,,,40,",,W",20,",,W",73,",,W",155,"H,,S",,,,,,,240,",,W",240,",,W",,,,,,,,,72,",,W",94,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/13/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",233,",,W",44,",,W",,,,,22,",,W",10149,",,W",10098,",,W",100,",,W",21,",,W",,,,,,,,,40,",,W",19,",,W",69,",,W",163,"H,,S",,,,,,,240,",,W",240,",,W",,,,,,,,,67,",,W",94,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/14/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",267,",,W",67,",,W",,,,,94,",,W",10085,",,W",10030,",,W",133,",,W",42,",,W",,,,,,,,,57,",,W",37,",,W",83,",,W",192,"H,,S",,,,,,,280,",,W",300,",,W",,,,,,,,,103,",,W",148,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/15/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3,",,W,2400",0,",,W",0,",,W",239,",,W",117,",,W",,,,,22,",,W",10098,",,W",10051,",,W",78,",,W",28,",,W",,,,,,,,,52,",,W",32,",,W",77,",,W",131,"H,,S",,,,,,,250,",,W",260,",,W",,,,,,,,,76,",,W",116,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/16/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",178,",,W",50,",,W",,,,,22,",,W",10030,",,W",9973,",,W",83,",,W",32,",,W",,,,,,,,,47,",,W",21,",,W",77,",,W",136,"H,,S",,,,,,,340,",,W",270,",,W",,,,,,,,,98,",,W",148,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/17/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",211,",,W",89,",,W",,,,,-67,",,W",10095,",,W",10030,",,W",17,",,W",58,",,W",,,,,,,,,40,",,W",29,",,W",51,",,W",89,"H,,S",,,,,,,320,",,W",330,",,W",,,,,,,,,112,",,W",174,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/18/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",111,",,W",17,",,W",,,,,-67,",,W",10098,",,W",10044,",,W",11,",,W",44,",,W",,,,,,,,,40,",,W",25,",,W",61,",,W",48,"H,,S",,,,,,,300,",,W",280,",,W",,,,,,,,,98,",,W",165,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/19/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",111,",,W",0,",,W",,,,,-50,",,W",10064,",,W",9997,",,W",39,",,W",62,",,W",,,,,,,,,36,",,W",17,",,W",49,",,W",107,"H,,S",,,,,,,290,",,W",290,",,W",,,,,,,,,143,",,W",201,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/20/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",200,",,W",28,",,W",,,,,-111,",,W",10227,",,W",10156,",,W",-11,",,W",38,",,W",,,,,,,,,34,",,W",23,",,W",47,",,W",43,"H,,S",,,,,,,280,",,W",280,",,W",,,,,,,,,94,",,W",130,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/21/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",94,",,W",-21,",,W",,,,,-44,",,W",10254,",,W",10203,",,W",17,",,W",38,",,W",,,,,,,,,52,",,W",40,",,W",76,",,W",41,"H,,S",,,,,,,80,",,W",40,",,W",,,,,,,,,72,",,W",94,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/22/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,"T,,W,2400",0,",,W",0,",,W",94,",,W",-16,",,W",,,,,33,",,W",10112,",,W",10054,",,W",56,",,W",60,",,W",,,,,,,,,78,",,W",48,",,W",97,",,W",78,"H,,S",,,,,,,310,",,W",300,",,W",,,,,,,,,130,",,W",174,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/23/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",389,",,W,2400",0,",,W",0,",,W",133,",,W",11,",,W",,,,,-61,",,W",10251,",,W",10193,",,W",6,",,W",29,",,W",,,,,,,,,48,",,W",32,",,W",65,",,W",43,"H,,S",,,,,,,340,",,W",330,",,W",,,,,,,,,98,",,W",130,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/24/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",106,",,W",-21,",,W",,,,,-28,",,W",10281,",,W",10224,",,W",28,",,W",30,",,W",,,,,,,,,55,",,W",40,",,W",79,",,W",57,"H,,S",,,,,,,70,",,W",80,",,W",,,,,,,,,72,",,W",98,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/25/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",117,",,W",-5,",,W",,,,,17,",,W",10213,",,W",10163,",,W",50,",,W",28,",,W",,,,,,,,,66,",,W",49,",,W",83,",,W",72,"H,,S",,,,,,,120,",,W",120,",,W",,,,,,,,,63,",,W",81,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/26/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",133,",,W",0,",,W",,,,,67,",,W",10186,",,W",10132,",,W",72,",,W",18,",,W",,,,,,,,,94,",,W",85,",,W",100,",,W",74,"H,,S",,,,,,,120,",,W",120,",,W",,,,,,,,,67,",,W",89,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/27/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",208,",,W,2400",0,",,W",0,",,W",89,",,W",67,",,W",,,,,39,",,W",10146,",,W",10091,",,W",67,",,W",30,",,W",,,,,,,,,71,",,W",39,",,W",100,",,W",93,"H,,S",,,,,,,310,",,W",310,",,W",,,,,,,,,72,",,W",107,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/28/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",23,",,W,2400",0,",,W",0,",,W",117,",,W",56,",,W",,,,,-39,",,W",10119,",,W",10064,",,W",44,",,W",51,",,W",,,,,,,,,40,",,W",22,",,W",64,",,W",94,"H,,S",,,,,,,310,",,W",290,",,W",,,,,,,,,130,",,W",188,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/29/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",167,",,W",11,",,W",,,,,0,",,W",10108,",,W",10051,",,W",61,",,W",32,",,W",,,,,,,,,50,",,W",28,",,W",93,",,W",107,"H,,S",,,,,,,340,",,W",320,",,W",,,,,,,,,125,",,W",179,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/30/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",20,",,W,2400",0,",,W",0,",,W",172,",,W",11,",,W",,,,,67,",,W",10129,",,W",10064,",,W",94,",,W",22,",,W",,,,,,,,,69,",,W",44,",,W",100,",,W",123,"H,,S",,,,,,,90,",,W",320,",,W",,,,,,,,,58,",,W",89,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,3/31/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",206,",,W",61,",,W",,,,,94,",,W",10132,",,W",10075,",,W",100,",,W",30,",,W",,,,,,,,,91,",,W",86,",,W",100,",,W",111,"H,,S",,,,,,,70,",,W",60,",,W",,,,,,,,,67,",,W",89,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,4/1/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",180,",,W,2400",0,",,W",0,",,W",122,",,W",100,",,W",,,,,83,",,W",10091,",,W",10044,",,W",89,",,W",50,",,W",,,,,,,,,94,",,W",89,",,W",97,",,W",98,"H,,S",,,,,,,100,",,W",90,",,W",,,,,,,,,112,",,W",143,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,4/2/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",239,",,W,2400",0,",,W",0,",,W",100,",,W",83,",,W",,,,,78,",,W",9973,",,W",9925,",,W",83,",,W",56,",,W",,,,,,,,,95,",,W",89,",,W",97,",,W",88,"H,,S",,,,,,,80,",,W",100,",,W",,,,,,,,,112,",,W",165,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,4/3/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",307,",,W,2400",0,",,W",0,",,W",100,",,W",67,",,W",,,,,33,",,W",9980,",,W",9915,",,W",50,",,W",28,",,W",,,,,,,,,81,",,W",64,",,W",100,",,W",71,"H,,S",,,,,,,290,",,W",280,",,W",,,,,,,,,116,",,W",174,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,4/4/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5,",,W,2400",0,",,W",0,",,W",122,",,W",17,",,W",,,,,0,",,W",10075,",,W",10010,",,W",44,",,W",56,",,W",,,,,,,,,59,",,W",41,",,W",83,",,W",73,"H,,S",,,,,,,300,",,W",300,",,W",,,,,,,,,116,",,W",174,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,4/5/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",122,",,W",28,",,W",,,,,-6,",,W",10135,",,W",10071,",,W",44,",,W",53,",,W",,,,,,,,,52,",,W",40,",,W",70,",,W",79,"H,,S",,,,,,,340,",,W",290,",,W",,,,,,,,,116,",,W",161,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
